Id,X,Y,Signal
2980,534,-139,90
2981,534,-138,50
2982,534,-134,50
2983,535,-159,83
2984,535,-139,90
2985,535,-138,90
2986,535,-134,90
2987,536,-153,20
2988,536,-152,20
2989,536,-151,20
2990,536,-148,20
2991,536,-147,20
2992,536,-140,50
2993,536,109,74
2994,545,-170,74
2995,546,-171,74
2996,547,-173,179
2997,547,-146,50
2998,547,-145,90
2999,547,-35,111
3000,548,-174,179
3001,548,-173,179
3002,548,-172,179
3003,548,-153,83
3004,548,-146,90
3005,548,-145,90
3006,548,-142,83
3007,548,-141,83
3008,548,-140,83
3009,548,-139,83
3010,548,-34,74
3011,549,-173,179
3012,549,-153,83
3013,549,-142,83
3014,549,-32,116
3015,550,-171,74
3016,550,-156,83
3017,550,-155,83
3018,550,-154,83
3019,550,-153,83
3020,550,-142,83
3021,550,-33,116
3022,551,-170,74
3023,551,-164,83
3024,551,-32,116
3025,551,-29,206
3026,552,-34,74
3027,552,108,74
3028,553,-146,179
3029,555,-145,74
3030,557,109,74
3031,558,-138,74
3032,558,108,74
3033,559,-146,83
3034,559,-144,83
3035,561,-146,83
3036,563,-151,116
3037,565,-172,116
3038,565,-169,116
3039,565,-168,116
3040,565,-153,116
3041,565,-150,116
3042,566,-176,116
3043,566,-151,116
3044,566,-28,83
3045,566,-27,83
3046,566,-26,83
3047,567,-152,116
3048,567,-149,116
3049,569,-158,74
3050,570,-162,116
3051,570,-159,74
3052,571,-162,116
3053,571,-146,90
3054,571,-145,90
3055,571,-141,90
3056,571,-136,83
3057,571,-135,83
3058,571,40,243
3059,572,-147,50
3060,572,-81,116
3061,573,37,243
3062,573,38,243
3063,573,42,243
3064,573,43,243
3065,573,67,100
3066,574,-173,74
3067,574,-162,116
3068,574,-80,116
3069,574,-63,116
3070,574,-61,116
3071,574,-60,116
3072,574,37,243
3073,574,38,243
3074,574,66,100
3075,575,-174,74
3076,575,-99,70
3077,575,-98,70
3078,575,-81,116
3079,575,-35,83
3080,575,36,243
3081,575,44,243
3082,575,65,100
3083,576,-176,179
3084,576,-82,116
3085,576,-79,116
3086,576,-63,116
3087,576,64,100
3088,577,-176,179
3089,577,-175,179
3090,577,-162,116
3091,577,-63,116
3092,577,-40,116
3093,578,-176,179
3094,578,-106,74
3095,578,-24,83
3096,579,-174,74
3097,579,-135,100
3098,579,-55,100
3099,579,-39,116
3100,579,-24,83
3101,579,32,83
3102,579,33,83
3103,579,34,83
3104,579,35,83
3105,580,-173,74
3106,580,-164,74
3107,580,-90,83
3108,580,-88,83
3109,580,-40,116
3110,580,-24,83
3111,580,-23,83
3112,580,-22,83
3113,580,-21,83
3114,580,22,74
3115,580,28,74
3116,580,32,83
3117,580,74,50
3118,581,-167,74
3119,581,-165,74
3120,581,-140,70
3121,581,-139,70
3122,581,-38,116
3123,582,-140,70
3124,582,-96,111
3125,582,-90,83
3126,582,107,74
3127,582,113,74
3128,582,128,70
3129,583,-167,74
3130,583,-165,74
3131,583,-142,70
3132,583,-141,70
3133,583,-140,70
3134,583,-109,74
3135,583,-97,74
3136,583,-87,116
3137,583,108,74
3138,583,112,74
3139,584,-164,74
3140,584,-109,74
3141,584,54,83
3142,584,110,179
3143,585,-169,74
3144,585,-163,74
3145,585,-150,243
3146,585,-109,74
3147,585,-83,20
3148,585,-82,20
3149,585,-81,20
3150,585,-37,83
3151,585,109,179
3152,585,110,179
3153,585,111,179
3154,586,-112,74
3155,586,-111,74
3156,586,-110,74
3157,586,-108,74
3158,586,-107,74
3159,586,-106,74
3160,586,22,74
3161,586,26,20
3162,586,27,20
3163,586,30,20
3164,586,31,20
3165,586,32,20
3166,586,49,116
3167,586,110,179
3168,587,-109,74
3169,587,108,74
3170,587,112,74
3171,588,-109,74
3172,588,-100,20
3173,588,-72,83
3174,588,-71,83
3175,588,-70,83
3176,588,-69,83
3177,588,37,74
3178,588,43,74
3179,588,50,116
3180,588,107,74
3181,588,113,74
3182,589,-109,74
3183,589,-72,83
3184,589,38,74
3185,589,49,116
3186,590,-72,83
3187,590,18,50
3188,590,40,179
3189,590,51,116
3190,590,62,70
3191,591,-26,83
3192,591,19,243
3193,591,20,243
3194,591,39,179
3195,591,40,179
3196,591,41,179
3197,592,-38,243
3198,592,-30,243
3199,592,-26,83
3200,592,19,243
3201,592,20,50
3202,592,40,179
3203,593,-26,83
3204,593,38,74
3205,593,42,74
3206,594,-80,243
3207,594,-26,83
3208,594,22,50
3209,594,37,74
3210,594,43,74
3211,594,118,116
3212,595,-96,70
3213,595,-95,70
3214,595,-94,70
3215,595,-87,243
3216,595,-86,243
3217,595,-82,243
3218,595,-81,243
3219,595,49,74
3220,596,-154,50
3221,596,-146,50
3222,596,-96,70
3223,596,-87,243
3224,596,-86,243
3225,596,-82,243
3226,596,-81,243
3227,596,-49,206
3228,596,-48,206
3229,596,-36,20
3230,596,19,243
3231,596,20,50
3232,596,49,74
3233,596,117,74
3234,597,-153,243
3235,597,-152,243
3236,597,-148,243
3237,597,-147,243
3238,597,-111,116
3239,597,-97,70
3240,597,-96,70
3241,597,-48,206
3242,597,19,243
3243,597,20,243
3244,597,49,74
3245,597,106,83
3246,597,116,74
3247,598,-153,243
3248,598,-152,50
3249,598,-148,50
3250,598,-147,243
3251,598,-134,116
3252,598,-112,116
3253,598,-111,116
3254,598,-110,116
3255,598,-84,243
3256,598,-55,100
3257,598,-48,206
3258,598,24,50
3259,598,50,74
3260,598,52,74
3261,598,106,83
3262,599,-134,116
3263,599,-111,116
3264,599,-65,50
3265,599,-64,90
3266,599,-56,100
3267,599,-36,20
3268,599,37,243
3269,599,41,243
3270,599,49,74
3271,599,106,83
3272,600,-150,50
3273,600,-109,74
3274,600,-87,243
3275,600,-86,243
3276,600,-82,243
3277,600,-81,243
3278,600,-50,206
3279,600,-36,20
3280,600,37,50
3281,600,41,50
3282,600,49,74
3283,600,69,100
3284,600,105,83
3285,600,106,83
3286,601,-136,116
3287,601,-134,116
3288,601,-133,116
3289,601,-108,74
3290,601,-87,243
3291,601,-86,243
3292,601,-82,243
3293,601,-81,243
3294,601,-71,50
3295,601,-36,20
3296,601,49,74
3297,601,68,100
3298,601,285,116
3299,602,-100,74
3300,602,-94,74
3301,602,-88,243
3302,602,-80,243
3303,602,39,50
3304,602,67,100
3305,603,-136,116
3306,603,-63,243
3307,603,-55,243
3308,603,25,20
3309,603,66,100
3310,604,-154,50
3311,604,-136,116
3312,604,-62,243
3313,604,-61,243
3314,604,-57,243
3315,604,-56,243
3316,604,-51,206
3317,604,25,20
3318,604,37,50
3319,604,41,50
3320,604,103,206
3321,604,123,116
3322,604,285,116
3323,605,-62,243
3324,605,-61,243
3325,605,-57,243
3326,605,-56,243
3327,605,-50,206
3328,605,-47,206
3329,605,37,243
3330,605,41,243
3331,606,-149,74
3332,606,-143,74
3333,606,-36,243
3334,606,-35,243
3335,606,43,50
3336,606,101,206
3337,607,-148,74
3338,607,-144,74
3339,607,-59,243
3340,607,123,116
3341,608,-147,74
3342,608,-145,74
3343,608,-80,70
3344,608,-79,70
3345,608,-78,70
3346,608,-77,70
3347,608,-74,70
3348,608,-73,70
3349,608,99,206
3350,608,109,70
3351,608,110,70
3352,608,111,70
3353,608,112,70
3354,608,115,70
3355,608,116,70
3356,609,-62,243
3357,609,-61,243
3358,609,-57,243
3359,609,-56,243
3360,609,-51,74
3361,609,-45,74
3362,610,-159,74
3363,610,-147,74
3364,610,-145,74
3365,610,-62,243
3366,610,-61,243
3367,610,-57,243
3368,610,-56,243
3369,610,-50,74
3370,610,-46,74
3371,611,-158,74
3372,611,-154,74
3373,611,-148,74
3374,611,-144,74
3375,611,-70,74
3376,611,-63,243
3377,611,-55,243
3378,611,-48,179
3379,612,-156,116
3380,612,-149,74
3381,612,-143,74
3382,612,-137,70
3383,612,-136,70
3384,612,-69,74
3385,612,-49,179
3386,612,-48,179
3387,612,-47,179
3388,613,-157,116
3389,613,-156,116
3390,613,-155,116
3391,613,-137,70
3392,614,-156,116
3393,614,-137,70
3394,614,-124,70
3395,614,-123,70
3396,614,-122,70
3397,614,-121,70
3398,614,-84,166
3399,614,-69,74
3400,615,-158,74
3401,615,-121,70
3402,615,-70,74
3403,615,112,206
3404,616,-171,74
3405,616,-159,74
3406,616,-121,70
3407,616,-71,74
3408,616,-60,20
3409,616,112,206
3410,617,-171,74
3411,618,-172,74
3412,618,-170,74
3413,618,-169,74
3414,618,-168,74
3415,618,101,166
3416,618,104,70
3417,618,111,206
3418,618,112,206
3419,618,114,206
3420,619,-171,74
3421,619,104,70
3422,619,105,70
3423,619,106,70
3424,620,-171,74
3425,620,-132,20
3426,620,-131,20
3427,620,-130,20
3428,620,106,70
3429,620,112,206
3430,620,121,70
3431,621,-171,74
3432,621,101,166
3433,621,106,70
3434,621,112,206
3435,622,125,70
3436,622,126,70
3437,622,127,70
3438,623,125,70
3439,624,124,70
3440,624,125,70
3441,625,-147,70
3442,625,-146,70
3443,625,-145,70
3444,626,-147,70
3445,627,-173,74
3446,627,-148,70
3447,627,-147,70
3448,628,-154,70
3449,628,-153,70
3450,628,-152,70
3451,628,108,206
3452,629,-172,116
3453,629,-154,70
3454,629,121,116
3455,630,-166,70
3456,630,-165,70
3457,630,-154,70
3458,630,-131,70
3459,630,-130,70
3460,630,-129,70
3461,630,-128,70
3462,630,-125,70
3463,630,-124,70
3464,631,-173,74
3465,631,-166,70
3466,631,-138,70
3467,631,-137,70
3468,631,-136,70
3469,631,-135,70
3470,631,98,70
3471,631,99,70
3472,632,-174,74
3473,632,-168,70
3474,632,-167,70
3475,632,-166,70
3476,632,-148,50
3477,632,99,70
3478,632,121,116
3479,632,124,243
3480,633,-116,70
3481,633,-115,70
3482,633,-114,70
3483,633,-113,70
3484,633,-110,70
3485,633,-109,70
3486,633,94,83
3487,633,99,70
3488,633,121,116
3489,636,-144,206
3490,636,-143,206
3491,636,121,116
3492,639,-145,116
3493,640,-158,70
3494,640,-157,70
3495,640,-145,116
3496,640,-106,50
3497,640,129,83
3498,641,-158,70
3499,641,-139,70
3500,641,-138,70
3501,641,-137,70
3502,641,129,83
3503,642,-160,70
3504,642,-159,70
3505,642,-158,70
3506,642,-147,116
3507,642,-145,116
3508,642,-144,116
3509,642,-139,70
3510,642,129,83
3511,642,130,83
3512,642,131,83
3513,642,132,83
3514,643,-140,70
3515,643,-139,70
3516,643,118,74
3517,643,124,74
3518,644,-169,116
3519,644,-147,116
3520,644,-127,70
3521,644,119,74
3522,644,123,74
3523,644,285,83
3524,645,-169,116
3525,645,-147,116
3526,645,-127,70
3527,645,-122,83
3528,645,-121,83
3529,645,-120,83
3530,645,94,206
3531,645,121,116
3532,646,-129,70
3533,646,-128,70
3534,646,-127,70
3535,646,-120,83
3536,646,94,206
3537,646,120,116
3538,646,122,116
3539,647,-171,116
3540,647,-169,116
3541,647,-168,116
3542,647,-120,83
3543,647,121,116
3544,648,-120,83
3545,648,119,74
3546,648,123,74
3547,649,-171,116
3548,649,104,116
3549,649,106,116
3550,649,118,74
3551,649,124,74
3552,650,-171,116
3553,650,-139,83
3554,650,111,90
3555,650,112,90
3556,650,137,83
3557,651,-139,83
3558,651,104,116
3559,651,111,90
3560,651,112,50
3561,651,135,83
3562,651,136,83
3563,651,137,83
3564,652,-139,83
3565,652,-138,83
3566,652,-137,83
3567,652,-136,83
3568,652,-110,74
3569,652,104,116
3570,653,-109,74
3571,654,-125,20
3572,654,-124,20
3573,654,-123,20
3574,654,-120,20
3575,654,-119,20
3576,656,108,206
3577,657,108,206
3578,657,136,74
3579,658,-171,243
3580,658,-170,243
3581,658,-166,243
3582,658,-165,243
3583,658,-154,83
3584,658,118,20
3585,658,119,20
3586,658,120,20
3587,658,123,20
3588,658,124,20
3589,658,137,74
3590,659,-171,243
3591,659,-170,243
3592,659,-166,243
3593,659,-165,243
3594,659,-154,83
3595,659,-149,166
3596,659,107,206
3597,659,108,206
3598,659,110,206
3599,659,139,179
3600,659,285,90
3601,660,-172,243
3602,660,-164,243
3603,660,-157,83
3604,660,-156,83
3605,660,-155,83
3606,660,-154,83
3607,660,-149,166
3608,660,-144,166
3609,660,-110,50
3610,660,98,70
3611,660,99,70
3612,660,131,20
3613,660,138,179
3614,660,139,179
3615,660,285,50
3616,661,-149,166
3617,661,-146,166
3618,661,-142,166
3619,661,-112,90
3620,661,-111,90
3621,661,98,70
3622,661,131,20
3623,662,-149,166
3624,662,-112,50
3625,662,-111,90
3626,662,97,70
3627,662,98,70
3628,662,137,74
3629,663,-160,20
3630,663,-131,50
3631,663,136,74
3632,664,-130,243
3633,664,-129,243
3634,664,-125,243
3635,664,-124,243
3636,664,-114,50
3637,664,131,20
3638,664,285,50
3639,665,-167,83
3640,665,-165,83
3641,665,-125,50
3642,665,-124,243
3643,665,131,20
3644,665,285,90
3645,666,-141,166
3646,666,-140,166
3647,666,-117,90
3648,666,-116,50
3649,666,-112,50
3650,666,-111,90
3651,666,131,20
3652,667,-183,70
3653,667,-167,83
3654,667,-127,50
3655,667,-117,90
3656,667,-116,90
3657,667,-112,90
3658,667,-111,90
3659,667,106,166
3660,668,-183,70
3661,668,-118,50
3662,668,-110,50
3663,668,111,166
3664,668,141,70
3665,668,142,70
3666,669,-183,70
3667,669,-172,116
3668,669,-150,100
3669,669,-125,50
3670,669,-124,243
3671,669,113,166
3672,669,120,70
3673,669,121,70
3674,669,141,70
3675,670,-159,83
3676,670,-157,83
3677,670,-149,100
3678,670,-137,20
3679,670,-136,20
3680,670,-135,20
3681,670,-132,20
3682,670,-131,20
3683,670,-125,243
3684,670,-124,243
3685,670,139,70
3686,670,140,70
3687,670,141,70
3688,671,-183,70
3689,671,-171,116
3690,671,-148,100
3691,671,-123,50
3692,672,-183,70
3693,672,-172,116
3694,672,-159,83
3695,672,-147,100
3696,672,112,166
3697,673,-170,116
3698,673,-146,100
3699,673,101,83
3700,673,102,83
3701,673,103,83
3702,673,104,83
3703,674,-100,90
3704,674,-99,90
3705,674,86,83
3706,674,87,83
3707,674,101,83
3708,674,112,166
3709,674,113,166
3710,674,114,166
3711,675,-124,74
3712,675,-100,90
3713,675,-99,50
3714,675,101,83
3715,676,-123,74
3716,676,-119,74
3717,676,126,70
3718,676,127,70
3719,676,128,70
3720,677,-122,74
3721,677,-120,74
3722,677,79,74
3723,678,80,74
3724,679,-159,83
3725,679,-157,83
3726,679,-100,90
3727,679,-99,50
3728,680,-100,90
3729,680,-99,90
3730,681,-112,70
3731,681,-111,70
3732,682,-120,206
3733,682,-112,70
3734,682,119,83
3735,683,-164,116
3736,683,-114,70
3737,683,-113,70
3738,683,-112,70
3739,683,-80,116
3740,683,-77,116
3741,683,78,70
3742,683,99,83
3743,683,100,83
3744,683,101,83
3745,683,102,83
3746,683,119,83
3747,683,129,206
3748,684,-132,100
3749,684,78,70
3750,684,119,83
3751,684,120,83
3752,684,121,83
3753,684,122,83
3754,685,-177,70
3755,685,-166,116
3756,685,-163,116
3757,685,-138,166
3758,685,-131,100
3759,686,-173,243
3760,686,-169,243
3761,686,-164,116
3762,686,-138,166
3763,686,-130,100
3764,686,-121,206
3765,686,-93,83
3766,687,-138,166
3767,687,-129,100
3768,687,-93,83
3769,687,91,70
3770,687,92,70
3771,687,93,70
3772,688,-157,70
3773,688,-156,70
3774,688,-155,70
3775,688,-138,166
3776,688,-128,100
3777,688,-123,206
3778,688,-93,83
3779,688,-92,83
3780,688,-91,83
3781,688,-90,83
3782,688,129,206
3783,688,132,206
3784,689,-157,70
3785,689,-146,116
3786,690,-158,70
3787,690,-157,70
3788,690,-122,206
3789,690,-77,74
3790,690,-71,74
3791,691,-121,206
3792,691,-76,74
3793,691,-72,74
3794,691,112,100
3795,692,-163,70
3796,692,-111,111
3797,692,-105,111
3798,692,108,83
3799,692,113,100
3800,693,-163,70
3801,693,-162,70
3802,693,-161,70
3803,693,-119,83
3804,693,-110,74
3805,693,-106,74
3806,693,-97,83
3807,693,-73,179
3808,693,79,83
3809,693,80,83
3810,693,81,83
3811,693,82,83
3812,693,108,83
3813,693,114,100
3814,694,-161,70
3815,694,-141,116
3816,694,-119,83
3817,694,-108,116
3818,694,-97,83
3819,694,82,83
3820,694,108,83
3821,694,115,100
3822,695,-176,20
3823,695,-167,74
3824,695,-161,70
3825,695,-141,116
3826,695,-119,83
3827,695,-109,116
3828,695,-107,116
3829,695,-97,83
3830,695,-72,74
3831,695,82,83
3832,695,116,100
3833,696,-176,20
3834,696,-168,74
3835,696,-157,243
3836,696,-149,243
3837,696,-121,83
3838,696,-120,83
3839,696,-119,83
3840,696,-108,116
3841,696,-85,74
3842,696,-79,74
3843,696,-71,74
3844,697,-176,20
3845,697,-170,116
3846,697,-143,116
3847,697,-141,116
3848,697,-140,116
3849,697,-110,74
3850,697,-106,74
3851,697,-84,74
3852,697,-80,74
3853,697,-66,50
3854,697,60,100
3855,697,73,50
3856,697,122,83
3857,698,-169,116
3858,698,-111,111
3859,698,-105,111
3860,698,-65,90
3861,698,-64,90
3862,698,-60,90
3863,698,59,100
3864,698,74,90
3865,698,75,90
3866,698,122,83
3867,699,-170,116
3868,699,-151,116
3869,699,-143,116
3870,699,-65,90
3871,699,-64,50
3872,699,-60,50
3873,699,-59,90
3874,699,58,100
3875,699,74,90
3876,699,75,50
3877,699,121,83
3878,699,122,83
3879,699,285,83
3880,700,-168,74
3881,700,-151,116
3882,700,-143,116
3883,700,-122,100
3884,700,57,100
3885,700,68,100
3886,701,-167,74
3887,701,-82,50
3888,701,-74,50
3889,701,-62,50
3890,701,56,100
3891,701,69,100
3892,701,100,74
3893,701,106,74
3894,702,-153,116
3895,702,-151,116
3896,702,-150,116
3897,702,-81,90
3898,702,-80,90
3899,702,-76,90
3900,702,-75,90
3901,702,39,70
3902,702,101,74
3903,702,105,74
3904,703,-99,70
3905,703,-98,70
3906,703,-95,83
3907,703,-94,83
3908,703,-93,83
3909,703,-92,83
3910,703,-81,90
3911,703,-80,50
3912,703,-76,50
3913,703,-75,90
3914,703,-65,90
3915,703,-64,50
3916,703,-60,50
3917,703,-59,90
3918,703,39,70
3919,703,103,179
3920,704,-153,116
3921,704,-95,83
3922,704,-65,90
3923,704,-64,90
3924,704,-60,90
3925,704,-59,90
3926,704,-17,206
3927,704,39,70
3928,704,102,179
3929,704,103,179
3930,704,104,179
3931,704,120,74
3932,704,126,74
3933,705,-167,116
3934,705,-153,116
3935,705,-137,166
3936,705,-112,206
3937,705,-95,83
3938,705,-78,50
3939,705,-66,50
3940,705,-58,50
3941,705,-17,206
3942,705,6,70
3943,705,7,70
3944,705,16,116
3945,705,103,179
3946,705,121,74
3947,705,125,74
3948,706,-137,166
3949,706,-132,166
3950,706,-122,70
3951,706,-112,206
3952,706,-17,206
3953,706,6,70
3954,706,16,116
3955,706,32,83
3956,706,39,70
3957,706,101,74
3958,706,105,74
3959,706,123,179
3960,707,-137,166
3961,707,-134,166
3962,707,-130,166
3963,707,-122,70
3964,707,-121,70
3965,707,-120,70
3966,707,-81,90
3967,707,-80,50
3968,707,-76,50
3969,707,-75,90
3970,707,-70,83
3971,707,4,70
3972,707,5,70
3973,707,6,70
3974,707,32,83
3975,707,39,70
3976,707,100,74
3977,707,106,74
3978,707,122,179
3979,707,123,179
3980,707,124,179
3981,707,285,20
3982,708,-142,206
3983,708,-137,166
3984,708,-120,70
3985,708,-113,206
3986,708,-112,206
3987,708,-110,206
3988,708,-81,90
3989,708,-80,90
3990,708,-76,90
3991,708,-75,90
3992,708,-19,206
3993,708,32,83
3994,708,95,70
3995,708,123,179
3996,709,-158,50
3997,709,-150,50
3998,709,-142,206
3999,709,-120,70
4000,709,-82,50
4001,709,-74,50
4002,709,-38,50
4003,709,30,83
4004,709,31,83
4005,709,32,83
4006,709,121,74
4007,710,-157,243
4008,710,-156,243
4009,710,-152,243
4010,710,-151,243
4011,710,-134,166
4012,710,-131,166
4013,710,-112,206
4014,710,-37,90
4015,710,-36,90
4016,710,51,70
4017,710,52,70
4018,710,69,70
4019,710,70,70
4020,710,71,70
4021,710,72,70
4022,710,89,83
4023,710,120,74
4024,711,-157,243
4025,711,-156,50
4026,711,-152,50
4027,711,-151,243
4028,711,-112,206
4029,711,-93,243
4030,711,-37,90
4031,711,-36,50
4032,711,51,70
4033,711,72,70
4034,711,89,83
4035,712,-131,166
4036,712,-130,166
4037,712,-129,166
4038,712,-128,166
4039,712,-92,243
4040,712,-91,243
4041,712,-87,243
4042,712,-86,243
4043,712,-8,100
4044,712,49,70
4045,712,50,70
4046,712,51,70
4047,712,72,70
4048,712,89,83
4049,712,104,74
4050,712,110,100
4051,713,-92,243
4052,713,-91,243
4053,713,-87,243
4054,713,-86,243
4055,713,-77,100
4056,713,-53,70
4057,713,-52,70
4058,713,-51,70
4059,713,-50,70
4060,713,-47,70
4061,713,-46,70
4062,713,-16,206
4063,713,87,83
4064,713,88,83
4065,713,89,83
4066,713,104,74
4067,713,111,100
4068,714,-130,83
4069,714,-129,83
4070,714,-128,83
4071,714,-127,83
4072,714,-76,100
4073,714,-70,100
4074,714,-56,74
4075,714,-28,111
4076,714,-22,111
4077,714,60,83
4078,714,61,83
4079,714,62,83
4080,714,63,83
4081,714,104,74
4082,714,112,100
4083,715,-130,83
4084,715,-75,100
4085,715,-56,74
4086,715,-37,90
4087,715,-36,50
4088,715,-27,74
4089,715,-23,74
4090,715,-11,100
4091,715,63,83
4092,715,103,74
4093,715,105,74
4094,715,106,74
4095,715,113,100
4096,715,119,74
4097,716,-141,20
4098,716,-140,20
4099,716,-139,20
4100,716,-136,20
4101,716,-135,20
4102,716,-130,83
4103,716,-103,20
4104,716,-102,20
4105,716,-77,116
4106,716,-74,116
4107,716,-73,116
4108,716,-56,74
4109,716,-25,116
4110,716,-12,100
4111,716,63,83
4112,716,104,74
4113,716,114,100
4114,717,-57,74
4115,717,-26,116
4116,717,-24,116
4117,717,10,206
4118,717,80,74
4119,717,81,74
4120,717,104,74
4121,718,-162,70
4122,718,-155,70
4123,718,-154,70
4124,718,-115,100
4125,718,-87,83
4126,718,-85,83
4127,718,-25,116
4128,718,94,20
4129,718,95,20
4130,718,98,20
4131,718,99,20
4132,718,100,20
4133,718,104,74
4134,719,-155,70
4135,719,-116,100
4136,719,-67,70
4137,719,-27,74
4138,719,-23,74
4139,719,17,74
4140,719,23,74
4141,719,72,70
4142,720,-157,70
4143,720,-156,70
4144,720,-155,70
4145,720,-87,83
4146,720,-67,70
4147,720,-66,70
4148,720,-65,70
4149,720,-28,111
4150,720,-22,111
4151,720,18,74
4152,720,22,74
4153,720,29,70
4154,720,30,70
4155,720,36,20
4156,720,72,70
4157,721,-65,70
4158,721,-7,206
4159,721,0,70
4160,721,1,70
4161,721,2,70
4162,721,20,116
4163,721,29,70
4164,721,84,20
4165,721,85,20
4166,721,86,20
4167,721,89,20
4168,721,90,20
4169,721,119,111
4170,722,-92,116
4171,722,-79,74
4172,722,-65,70
4173,722,0,70
4174,722,19,116
4175,722,21,116
4176,722,29,70
4177,722,72,70
4178,722,118,74
4179,723,-165,74
4180,723,-1,70
4181,723,0,70
4182,723,20,116
4183,723,72,70
4184,723,116,116
4185,724,-164,74
4186,724,-94,116
4187,724,-91,116
4188,724,-54,166
4189,724,-35,20
4190,724,18,74
4191,724,22,74
4192,724,115,116
4193,724,117,116
4194,725,-162,179
4195,725,-92,116
4196,725,-54,166
4197,725,-35,20
4198,725,17,74
4199,725,23,74
4200,725,47,83
4201,725,116,116
4202,726,-93,116
4203,726,-90,116
4204,726,-54,166
4205,726,-25,243
4206,726,-24,243
4207,726,-20,243
4208,726,-19,243
4209,726,67,116
4210,726,118,74
4211,727,-54,166
4212,727,-25,243
4213,727,-24,243
4214,727,-20,243
4215,727,-19,243
4216,727,-12,83
4217,727,-11,83
4218,727,-10,83
4219,727,53,70
4220,727,54,70
4221,727,113,111
4222,727,119,111
4223,728,-35,20
4224,728,-26,243
4225,728,-18,243
4226,728,-10,83
4227,728,53,70
4228,728,100,83
4229,729,-119,83
4230,729,-118,83
4231,729,-117,83
4232,729,-106,74
4233,729,-100,74
4234,729,-35,20
4235,729,-10,83
4236,729,51,70
4237,729,52,70
4238,729,53,70
4239,730,-147,70
4240,730,-146,70
4241,730,-117,83
4242,730,-105,74
4243,730,-101,74
4244,730,-35,20
4245,730,-10,83
4246,730,18,74
4247,730,24,74
4248,730,95,116
4249,731,-147,70
4250,731,-117,83
4251,731,-103,179
4252,732,-149,70
4253,732,-148,70
4254,732,-147,70
4255,732,-136,70
4256,732,-135,70
4257,732,-104,179
4258,732,-103,179
4259,732,-102,179
4260,732,-24,74
4261,732,63,74
4262,732,93,116
4263,732,96,116
4264,732,119,116
4265,733,-136,70
4266,733,-129,83
4267,733,-128,83
4268,733,-127,83
4269,733,-126,83
4270,733,-85,74
4271,733,-79,74
4272,733,-26,116
4273,733,5,116
4274,733,8,116
4275,733,9,116
4276,733,13,116
4277,733,16,116
4278,733,63,74
4279,733,72,100
4280,733,82,20
4281,733,95,116
4282,734,-162,83
4283,734,-138,70
4284,734,-137,70
4285,734,-136,70
4286,734,-129,83
4287,734,-84,74
4288,734,-80,74
4289,734,-48,83
4290,734,-27,116
4291,734,-25,116
4292,734,38,83
4293,734,63,74
4294,734,82,20
4295,734,94,116
4296,734,97,116
4297,735,-129,83
4298,735,-82,179
4299,735,-48,83
4300,735,-26,116
4301,735,15,116
4302,735,38,83
4303,735,44,83
4304,735,45,83
4305,735,60,74
4306,735,61,74
4307,735,62,74
4308,735,64,74
4309,735,65,74
4310,735,66,74
4311,735,82,20
4312,736,-136,116
4313,736,-101,83
4314,736,-99,83
4315,736,-83,179
4316,736,-82,179
4317,736,-81,179
4318,736,-58,111
4319,736,-51,83
4320,736,-50,83
4321,736,-49,83
4322,736,-48,83
4323,736,-28,74
4324,736,-24,74
4325,736,38,83
4326,736,63,74
4327,736,120,83
4328,736,122,83
4329,737,-82,179
4330,737,-73,116
4331,737,-57,74
4332,737,-34,243
4333,737,-29,111
4334,737,-23,111
4335,737,27,206
4336,737,28,206
4337,737,37,83
4338,737,38,83
4339,737,63,74
4340,737,90,116
4341,737,93,116
4342,737,94,116
4343,737,98,116
4344,737,101,116
4345,738,-153,20
4346,738,-152,20
4347,738,-151,20
4348,738,-137,116
4349,738,-117,70
4350,738,-116,70
4351,738,-101,83
4352,738,-84,74
4353,738,-80,74
4354,738,-65,100
4355,738,-55,116
4356,738,-12,70
4357,738,28,206
4358,738,52,70
4359,738,63,74
4360,738,108,83
4361,738,109,83
4362,738,110,83
4363,738,120,83
4364,739,-117,70
4365,739,-85,74
4366,739,-79,74
4367,739,-66,100
4368,739,-12,70
4369,739,-11,70
4370,739,-10,70
4371,739,28,206
4372,739,100,116
4373,739,104,70
4374,739,105,70
4375,740,-119,70
4376,740,-118,70
4377,740,-117,70
4378,740,-106,116
4379,740,-67,100
4380,740,-10,70
4381,740,115,116
4382,741,-147,83
4383,741,-146,83
4384,741,-145,83
4385,741,-144,83
4386,741,-68,100
4387,741,-38,111
4388,741,-10,70
4389,741,26,206
4390,742,-163,206
4391,742,-147,83
4392,742,-108,116
4393,742,-105,116
4394,742,-69,100
4395,742,11,74
4396,742,100,116
4397,742,113,116
4398,742,116,116
4399,743,-163,206
4400,743,-147,83
4401,743,-136,74
4402,743,-130,74
4403,743,-106,116
4404,743,-91,74
4405,743,-90,74
4406,743,-57,70
4407,743,-56,70
4408,743,-33,243
4409,743,-32,243
4410,743,10,74
4411,743,24,206
4412,743,100,116
4413,743,115,116
4414,744,-135,74
4415,744,-131,74
4416,744,-107,116
4417,744,-104,116
4418,744,-88,74
4419,744,-57,70
4420,744,-33,243
4421,744,-32,243
4422,744,69,70
4423,744,70,70
4424,744,71,70
4425,744,114,116
4426,744,117,116
4427,745,-133,116
4428,745,-88,74
